Date,Time,Weight,Body fat percentage,Body fat mass,Fat free percentage,Fat free mass,Skeletal muscle percentage,Skeletal muscle mass,Muscle mass percentage,Muscle mass,Bone mass,Total body water,Base metabolic rate
2025.11.03 17:06:45,17:06:45,"167.33086","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
2025.11.03 20:08:59,20:08:59,"167.77177","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
